"","ID","noEvents","CP","INTEREST_RATE","CAT","AMOUNT","CARD_TYPE","DELIVERY_SCORE","TXN","TIMES_USED"
"2035",3102,1,NA,NA,NA,NA,NA,NA,NA,NA
"2036",3103,1,NA,NA,NA,NA,NA,NA,NA,NA
"2037",3104,3,NA,NA,NA,NA,NA,NA,NA,NA
"2038",3105,5,44620,30,46,7900,"PLASTIC",2,6067.090579,1
"2039",3106,3,NA,30,37,9300,"DIGITAL",NA,NA,NA
"2040",3107,7,NA,42,37,59800,"DIGITAL",NA,3567.9068629,4
"2041",3114,3,NA,30,48,6600,"DIGITAL",NA,NA,NA
"2042",3115,1,NA,NA,NA,NA,NA,NA,NA,NA
"2043",3117,6,NA,34,36,6900,"DIGITAL",NA,9056.04318757,3
"2044",3118,1,NA,NA,NA,NA,NA,NA,NA,NA
"2045",3119,7,44100,35,32,25800,"PLASTIC",3,2934.2989227,3
"2046",3120,1,NA,NA,NA,NA,NA,NA,NA,NA
"2047",3121,1,NA,NA,NA,NA,NA,NA,NA,NA
"2048",3122,7,NA,34,43,6300,"DIGITAL",NA,19400.3965371,4
"2049",3126,6,NA,31,46,10800,"DIGITAL",NA,2012.08690604,3
"2050",3127,3,NA,NA,NA,NA,NA,NA,NA,NA
"2051",3128,1,NA,NA,NA,NA,NA,NA,NA,NA
"2052",3129,1,NA,NA,NA,NA,NA,NA,NA,NA
"2053",3130,3,NA,NA,NA,NA,NA,NA,NA,NA
"2054",3131,1,NA,NA,NA,NA,NA,NA,NA,NA
"2055",3132,3,NA,NA,NA,NA,NA,NA,NA,NA
"2056",3133,1,NA,NA,NA,NA,NA,NA,NA,NA
"2057",3134,8,53100,31,36,9100,"PLASTIC",1,2845.76991929,4
"2058",3135,5,NA,43,30,23700,"DIGITAL",NA,342.05853756,2
"2059",3138,3,NA,NA,NA,NA,NA,NA,NA,NA
"2060",3139,3,NA,NA,NA,NA,NA,NA,NA,NA
"2061",3140,3,NA,NA,NA,NA,NA,NA,NA,NA
"2062",3143,9,11560,35,44,6500,"PLASTIC",4,2822.93457446,5
"2063",3145,1,NA,NA,NA,NA,NA,NA,NA,NA
"2064",3146,1,NA,NA,NA,NA,NA,NA,NA,NA
"2065",3148,1,NA,NA,NA,NA,NA,NA,NA,NA
"2066",3149,1,NA,NA,NA,NA,NA,NA,NA,NA
"2067",3150,3,NA,NA,NA,NA,NA,NA,NA,NA
"2068",3151,1,NA,NA,NA,NA,NA,NA,NA,NA
"2069",3156,9,53100,30,32,1900,"PLASTIC",1,5644.265110965,5
"2070",3159,8,53100,33,35,16800,"PLASTIC",1,5239.12753855,4
"2071",3160,6,64000,36,41,10100,"PLASTIC",2,1243.7341996,2
"2072",3162,1,NA,NA,NA,NA,NA,NA,NA,NA
"2073",3164,3,NA,NA,NA,NA,NA,NA,NA,NA
"2074",3165,4,11560,37,43,5800,"PLASTIC",2,NA,NA
"2075",3166,3,NA,NA,NA,NA,NA,NA,NA,NA
"2076",3170,3,NA,NA,NA,NA,NA,NA,NA,NA
"2077",3171,1,NA,NA,NA,NA,NA,NA,NA,NA
"2078",3174,5,44100,35,35,700,"PLASTIC",2,2766.823927,1
"2079",3175,7,NA,43,34,3000,"DIGITAL",NA,10432.60606757,4
"2080",3176,1,NA,NA,NA,NA,NA,NA,NA,NA
"2081",3177,1,NA,NA,NA,NA,NA,NA,NA,NA
"2082",3178,3,NA,NA,NA,NA,NA,NA,NA,NA
"2083",3179,8,53100,36,35,40900,"PLASTIC",2,1464.12758448,4
"2084",3181,8,NA,44,40,0,"DIGITAL",NA,448.191520771,5
"2085",3183,3,NA,NA,NA,NA,NA,NA,NA,NA
"2086",3184,9,53100,35,48,5400,"PLASTIC",2,11116.38390404,5
"2087",3185,3,NA,NA,NA,NA,NA,NA,NA,NA
"2088",3186,1,NA,NA,NA,NA,NA,NA,NA,NA
"2089",3187,6,44620,47,45,8100,"PLASTIC",1,2475.2335168,2
"2090",3188,8,11560,33,32,17500,"PLASTIC",1,1371.04128129,4
"2091",3189,3,NA,NA,NA,NA,NA,NA,NA,NA
"2092",3190,3,NA,NA,NA,NA,NA,NA,NA,NA
"2093",3191,3,NA,NA,NA,NA,NA,NA,NA,NA
"2094",3193,5,44100,30,30,28600,"PLASTIC",4,102.2799575,1
"2095",3194,3,NA,NA,NA,NA,NA,NA,NA,NA
"2096",3195,3,NA,NA,NA,NA,NA,NA,NA,NA
"2097",3198,4,53100,34,48,22300,"PLASTIC",3,NA,NA
"2098",3199,1,NA,NA,NA,NA,NA,NA,NA,NA
"2099",3200,7,64000,36,38,4300,"PLASTIC",3,40127.5808507,3
"2100",3202,1,NA,NA,NA,NA,NA,NA,NA,NA
"2101",3204,1,NA,NA,NA,NA,NA,NA,NA,NA
"2102",3205,5,53100,35,36,38300,"PLASTIC",3,229.0357097,1
"2103",3207,5,NA,46,32,13200,"DIGITAL",NA,169.28583326,2
"2104",3208,6,53100,39,44,16100,"PLASTIC",2,2239.58832674,2
"2105",3210,1,NA,NA,NA,NA,NA,NA,NA,NA
"2106",3213,1,NA,NA,NA,NA,NA,NA,NA,NA
"2107",3214,1,NA,NA,NA,NA,NA,NA,NA,NA
"2108",3215,1,NA,NA,NA,NA,NA,NA,NA,NA
"2109",3217,7,44100,47,45,12100,"PLASTIC",4,66.13825992,3
"2110",3218,5,NA,49,49,4400,"DIGITAL",NA,305.5480279,2
"2111",3219,7,53100,48,36,27200,"PLASTIC",2,4185.0672537,3
"2112",3220,1,NA,NA,NA,NA,NA,NA,NA,NA
"2113",3222,1,NA,NA,NA,NA,NA,NA,NA,NA
"2114",3223,3,NA,NA,NA,NA,NA,NA,NA,NA
"2115",3226,9,64000,45,47,30900,"PLASTIC",1,7673.400411,5
"2116",3227,1,NA,NA,NA,NA,NA,NA,NA,NA
"2117",3228,1,NA,NA,NA,NA,NA,NA,NA,NA
"2118",3229,5,44620,37,36,13800,"PLASTIC",3,1088.809273,1
"2119",3230,3,NA,NA,NA,NA,NA,NA,NA,NA
"2120",3231,1,NA,NA,NA,NA,NA,NA,NA,NA
"2121",3233,1,NA,NA,NA,NA,NA,NA,NA,NA
"2122",3234,1,NA,NA,NA,NA,NA,NA,NA,NA
"2123",3237,6,44100,42,48,12200,"PLASTIC",2,668.96779599,2
"2124",3238,7,NA,38,42,13900,"DIGITAL",NA,1568.48918238,4
"2125",3239,3,NA,NA,NA,NA,NA,NA,NA,NA
"2126",3241,3,NA,NA,NA,NA,NA,NA,NA,NA
"2127",3243,7,NA,47,35,16300,"DIGITAL",NA,1651.52738887,4
"2128",3244,8,44100,45,38,1700,"PLASTIC",3,140.978649419,4
"2129",3245,1,NA,NA,NA,NA,NA,NA,NA,NA
"2130",3246,1,NA,NA,NA,NA,NA,NA,NA,NA
"2131",3247,3,NA,NA,NA,NA,NA,NA,NA,NA
"2132",3248,3,NA,NA,NA,NA,NA,NA,NA,NA
"2133",3249,8,NA,41,30,5200,"DIGITAL",NA,68494.439601306,5
"2134",3250,1,NA,NA,NA,NA,NA,NA,NA,NA
"2135",3251,1,NA,NA,NA,NA,NA,NA,NA,NA
"2136",3254,9,53100,45,42,7500,"PLASTIC",3,17069.03854623,5
"2137",3255,1,NA,NA,NA,NA,NA,NA,NA,NA
"2138",3256,1,NA,NA,NA,NA,NA,NA,NA,NA
"2139",3257,1,NA,NA,NA,NA,NA,NA,NA,NA
"2140",3258,1,NA,NA,NA,NA,NA,NA,NA,NA
"2141",3260,3,NA,NA,NA,NA,NA,NA,NA,NA
"2142",3262,1,NA,NA,NA,NA,NA,NA,NA,NA
"2143",3264,4,11560,47,38,31000,"PLASTIC",2,NA,NA
"2144",3268,1,NA,NA,NA,NA,NA,NA,NA,NA
"2145",3270,1,NA,NA,NA,NA,NA,NA,NA,NA
"2146",3271,9,53100,47,40,79700,"PLASTIC",2,518.491701331,5
"2147",3273,3,NA,NA,NA,NA,NA,NA,NA,NA
"2148",3274,3,NA,NA,NA,NA,NA,NA,NA,NA
"2149",3275,6,11560,48,33,25100,"PLASTIC",2,6892.109908817,2
"2150",3276,3,NA,40,36,7000,"DIGITAL",NA,NA,NA
"2151",3277,3,NA,NA,NA,NA,NA,NA,NA,NA
"2152",3279,3,NA,NA,NA,NA,NA,NA,NA,NA
"2153",3280,8,64000,49,45,4000,"PLASTIC",1,36408.716078,4
"2154",3281,3,NA,NA,NA,NA,NA,NA,NA,NA
"2155",3282,3,NA,NA,NA,NA,NA,NA,NA,NA
"2156",3283,7,64000,40,47,6400,"PLASTIC",2,1014.16075033,3
"2157",3286,1,NA,NA,NA,NA,NA,NA,NA,NA
"2158",3287,3,NA,NA,NA,NA,NA,NA,NA,NA
"2159",3289,1,NA,NA,NA,NA,NA,NA,NA,NA
"2160",3290,3,NA,NA,NA,NA,NA,NA,NA,NA
"2161",3292,3,NA,NA,NA,NA,NA,NA,NA,NA
"2162",3293,8,53100,46,47,4700,"PLASTIC",1,2482.8887208,4
"2163",3294,6,64000,43,41,300,"PLASTIC",4,100.39124219,2
"2164",3295,3,NA,NA,NA,NA,NA,NA,NA,NA
"2165",3297,3,NA,NA,NA,NA,NA,NA,NA,NA
"2166",3298,5,NA,42,35,19600,"DIGITAL",NA,21331.50764378,2
"2167",3300,1,NA,NA,NA,NA,NA,NA,NA,NA
"2168",3301,7,NA,36,33,1500,"DIGITAL",NA,460.104555523,4
"2169",3302,4,11560,41,34,700,"PLASTIC",2,NA,NA
"2170",3303,6,53100,32,41,2100,"PLASTIC",3,2139.997332,2
"2171",3304,4,53100,46,41,2000,"PLASTIC",1,NA,NA
"2172",3305,3,NA,NA,NA,NA,NA,NA,NA,NA
"2173",3309,6,11560,46,40,4500,"PLASTIC",0,222.908355065,2
"2174",3312,9,44620,32,45,36000,"PLASTIC",2,26111.8501685,5
"2175",3314,1,NA,NA,NA,NA,NA,NA,NA,NA
"2176",3315,1,NA,NA,NA,NA,NA,NA,NA,NA
"2177",3316,4,53100,49,41,43100,"PLASTIC",0,NA,NA
"2178",3319,1,NA,NA,NA,NA,NA,NA,NA,NA
"2179",3320,7,53100,32,47,15900,"PLASTIC",2,264.20220845,3
"2180",3321,1,NA,NA,NA,NA,NA,NA,NA,NA
"2181",3322,8,NA,48,34,3900,"DIGITAL",NA,11931.96597165,5
"2182",3323,6,64000,39,38,16600,"PLASTIC",3,8937.143555,2
"2183",3324,8,53100,44,42,2300,"PLASTIC",2,2172.611588489,4
"2184",3325,1,NA,NA,NA,NA,NA,NA,NA,NA
"2185",3326,3,NA,NA,NA,NA,NA,NA,NA,NA
"2186",3327,5,53100,42,40,5900,"PLASTIC",3,146.2624397,1
"2187",3329,4,53100,45,48,24300,"PLASTIC",3,NA,NA
"2188",3331,5,NA,35,40,3000,"DIGITAL",NA,158.37416014,2
"2189",3332,1,NA,NA,NA,NA,NA,NA,NA,NA
"2190",3333,1,NA,NA,NA,NA,NA,NA,NA,NA
"2191",3335,9,53100,42,31,24900,"PLASTIC",1,817.568292566,5
"2192",3336,7,NA,39,44,2100,"DIGITAL",NA,797.74808821,4
"2193",3337,8,53100,48,45,3900,"PLASTIC",1,2328.00935613,4
"2194",3338,3,NA,NA,NA,NA,NA,NA,NA,NA
"2195",3339,9,44100,35,47,17300,"PLASTIC",1,776.41833456,5
"2196",3341,1,NA,NA,NA,NA,NA,NA,NA,NA
"2197",3342,5,11560,32,33,6300,"PLASTIC",1,1299.769572,1
"2198",3343,7,NA,49,31,8000,"DIGITAL",NA,1225.81587036,4
"2199",3344,3,NA,NA,NA,NA,NA,NA,NA,NA
"2200",3345,8,44100,37,36,1900,"PLASTIC",3,4102.29998545,4
"2201",3347,1,NA,NA,NA,NA,NA,NA,NA,NA
"2202",3348,1,NA,NA,NA,NA,NA,NA,NA,NA
"2203",3349,1,NA,NA,NA,NA,NA,NA,NA,NA
"2204",3351,5,11560,47,42,12600,"PLASTIC",1,149.8030651,1
"2205",3352,4,NA,32,34,52000,"DIGITAL",NA,6.423304573,1
"2206",3353,3,NA,NA,NA,NA,NA,NA,NA,NA
"2207",3354,1,NA,NA,NA,NA,NA,NA,NA,NA
"2208",3355,1,NA,NA,NA,NA,NA,NA,NA,NA
"2209",3357,1,NA,NA,NA,NA,NA,NA,NA,NA
"2210",3358,5,53100,41,36,1300,"PLASTIC",2,7842.170207,1
"2211",3360,3,NA,NA,NA,NA,NA,NA,NA,NA
"2212",3361,1,NA,NA,NA,NA,NA,NA,NA,NA
"2213",3363,1,NA,NA,NA,NA,NA,NA,NA,NA
"2214",3364,4,44100,46,42,11700,"PLASTIC",3,NA,NA
"2215",3366,5,53100,39,36,4100,"PLASTIC",3,332.3592402,1
"2216",3367,5,53100,37,44,7200,"PLASTIC",2,84.97569942,1
"2217",3368,3,NA,NA,NA,NA,NA,NA,NA,NA
"2218",3370,1,NA,NA,NA,NA,NA,NA,NA,NA
"2219",3373,9,44100,32,48,1300,"PLASTIC",3,6416.1427992,5
"2220",3374,3,NA,NA,NA,NA,NA,NA,NA,NA
"2221",3375,1,NA,NA,NA,NA,NA,NA,NA,NA
"2222",3378,3,NA,NA,NA,NA,NA,NA,NA,NA
"2223",3380,1,NA,NA,NA,NA,NA,NA,NA,NA
"2224",3381,4,NA,44,38,3700,"DIGITAL",NA,30303.27475,1
"2225",3382,8,53100,30,49,14500,"PLASTIC",2,34594.270697,4
"2226",3383,3,NA,NA,NA,NA,NA,NA,NA,NA
"2227",3384,1,NA,NA,NA,NA,NA,NA,NA,NA
"2228",3385,8,53100,42,41,1200,"PLASTIC",4,1031.185265135,4
"2229",3386,3,NA,NA,NA,NA,NA,NA,NA,NA
"2230",3387,4,44100,31,34,4900,"PLASTIC",2,NA,NA
"2231",3388,1,NA,NA,NA,NA,NA,NA,NA,NA
"2232",3390,5,NA,48,45,4600,"DIGITAL",NA,1681.7669004,2
"2233",3391,9,44100,31,39,8500,"PLASTIC",1,11940.43792009,5
"2234",3394,1,NA,NA,NA,NA,NA,NA,NA,NA
"2235",3395,1,NA,NA,NA,NA,NA,NA,NA,NA
"2236",3396,4,11560,47,42,25400,"PLASTIC",3,NA,NA
"2237",3397,3,NA,NA,NA,NA,NA,NA,NA,NA
"2238",3398,7,NA,32,44,62700,"DIGITAL",NA,14871.04148098,4
"2239",3399,1,NA,NA,NA,NA,NA,NA,NA,NA
"2240",3400,7,11560,34,32,16600,"PLASTIC",3,2218.59016507,3
"2241",3401,1,NA,NA,NA,NA,NA,NA,NA,NA
"2242",3402,7,44620,45,35,22900,"PLASTIC",3,1937.95323047,3
"2243",3403,3,NA,NA,NA,NA,NA,NA,NA,NA
"2244",3404,1,NA,NA,NA,NA,NA,NA,NA,NA
"2245",3405,7,53100,41,37,14600,"PLASTIC",3,140.303359398,3
"2246",3407,7,44100,41,40,9100,"PLASTIC",3,2079.623697332,3
"2247",3409,3,NA,NA,NA,NA,NA,NA,NA,NA
"2248",3410,1,NA,NA,NA,NA,NA,NA,NA,NA
"2249",3411,8,44100,42,32,15700,"PLASTIC",1,506.97333971,4
"2250",3412,3,NA,NA,NA,NA,NA,NA,NA,NA
"2251",3413,3,NA,NA,NA,NA,NA,NA,NA,NA
"2252",3416,1,NA,NA,NA,NA,NA,NA,NA,NA
"2253",3417,1,NA,NA,NA,NA,NA,NA,NA,NA
"2254",3419,4,53100,49,44,2500,"PLASTIC",2,NA,NA
"2255",3420,3,NA,NA,NA,NA,NA,NA,NA,NA
"2256",3422,1,NA,NA,NA,NA,NA,NA,NA,NA
"2257",3425,1,NA,NA,NA,NA,NA,NA,NA,NA
"2258",3427,6,53100,34,45,10200,"PLASTIC",2,4977.92055885,2
"2259",3431,3,NA,NA,NA,NA,NA,NA,NA,NA
"2260",3432,1,NA,NA,NA,NA,NA,NA,NA,NA
"2261",3433,1,NA,NA,NA,NA,NA,NA,NA,NA
"2262",3436,5,53100,32,31,7600,"PLASTIC",0,88.5223901,1
"2263",3439,5,53100,30,48,12900,"PLASTIC",1,146.7518645,1
"2264",3442,1,NA,NA,NA,NA,NA,NA,NA,NA
"2265",3444,1,NA,NA,NA,NA,NA,NA,NA,NA
"2266",3445,1,NA,NA,NA,NA,NA,NA,NA,NA
"2267",3446,7,44100,45,40,13000,"PLASTIC",2,3036.58537757,3
"2268",3447,3,NA,NA,NA,NA,NA,NA,NA,NA
"2269",3448,3,NA,37,30,12400,"DIGITAL",NA,NA,NA
"2270",3450,4,44100,46,38,14000,"PLASTIC",2,NA,NA
"2271",3451,1,NA,NA,NA,NA,NA,NA,NA,NA
"2272",3452,1,NA,NA,NA,NA,NA,NA,NA,NA
"2273",3455,1,NA,NA,NA,NA,NA,NA,NA,NA
"2274",3456,3,NA,NA,NA,NA,NA,NA,NA,NA
"2275",3457,1,NA,NA,NA,NA,NA,NA,NA,NA
"2276",3460,8,44100,33,35,28100,"PLASTIC",2,10912.68180313,4
"2277",3461,3,NA,NA,NA,NA,NA,NA,NA,NA
"2278",3462,1,NA,NA,NA,NA,NA,NA,NA,NA
"2279",3463,1,NA,NA,NA,NA,NA,NA,NA,NA
"2280",3464,1,NA,NA,NA,NA,NA,NA,NA,NA
"2281",3465,3,NA,NA,NA,NA,NA,NA,NA,NA
"2282",3466,1,NA,NA,NA,NA,NA,NA,NA,NA
"2283",3468,3,NA,NA,NA,NA,NA,NA,NA,NA
"2284",3469,6,NA,31,48,9800,"DIGITAL",NA,7413.6154545,3
"2285",3470,1,NA,NA,NA,NA,NA,NA,NA,NA
"2286",3471,1,NA,NA,NA,NA,NA,NA,NA,NA
"2287",3472,3,NA,NA,NA,NA,NA,NA,NA,NA
"2288",3473,1,NA,NA,NA,NA,NA,NA,NA,NA
"2289",3474,3,NA,NA,NA,NA,NA,NA,NA,NA
"2290",3475,8,44100,46,33,400,"PLASTIC",1,28913.45410017,4
"2291",3477,6,44100,49,38,25000,"PLASTIC",2,2146.5934849,2
"2292",3478,1,NA,NA,NA,NA,NA,NA,NA,NA
"2293",3479,1,NA,NA,NA,NA,NA,NA,NA,NA
"2294",3481,1,NA,NA,NA,NA,NA,NA,NA,NA
"2295",3482,1,NA,NA,NA,NA,NA,NA,NA,NA
"2296",3483,8,53100,45,41,13500,"PLASTIC",1,12593.68473889,4
"2297",3485,1,NA,NA,NA,NA,NA,NA,NA,NA
"2298",3486,1,NA,NA,NA,NA,NA,NA,NA,NA
"2299",3490,1,NA,NA,NA,NA,NA,NA,NA,NA
"2300",3491,6,NA,46,36,8700,"DIGITAL",NA,10916.29585733,3
"2301",3493,1,NA,NA,NA,NA,NA,NA,NA,NA
"2302",3494,4,44100,32,47,2900,"PLASTIC",1,NA,NA
"2303",3496,1,NA,NA,NA,NA,NA,NA,NA,NA
"2304",3500,5,11560,36,38,4900,"PLASTIC",1,168.4694119,1
"2305",3502,3,NA,NA,NA,NA,NA,NA,NA,NA
"2306",3504,4,NA,40,37,31000,"DIGITAL",NA,3744.316456,1
"2307",3505,3,NA,NA,NA,NA,NA,NA,NA,NA
"2308",3506,3,NA,NA,NA,NA,NA,NA,NA,NA
"2309",3507,1,NA,NA,NA,NA,NA,NA,NA,NA
"2310",3508,1,NA,NA,NA,NA,NA,NA,NA,NA
"2311",3509,3,NA,NA,NA,NA,NA,NA,NA,NA
"2312",3510,5,53100,41,43,16800,"PLASTIC",4,43.00536501,1
"2313",3511,8,NA,36,35,25200,"DIGITAL",NA,2005.81755999,5
"2314",3512,8,44620,40,30,7400,"PLASTIC",1,28923.2577672,4
"2315",3513,4,11560,48,49,14400,"PLASTIC",0,NA,NA
"2316",3515,8,44100,35,31,1100,"PLASTIC",0,3602.72924778,4
"2317",3517,1,NA,NA,NA,NA,NA,NA,NA,NA
"2318",3519,1,NA,NA,NA,NA,NA,NA,NA,NA
"2319",3520,3,NA,NA,NA,NA,NA,NA,NA,NA
"2320",3521,1,NA,NA,NA,NA,NA,NA,NA,NA
"2321",3522,1,NA,NA,NA,NA,NA,NA,NA,NA
"2322",3523,1,NA,NA,NA,NA,NA,NA,NA,NA
"2323",3524,9,44100,36,38,4800,"PLASTIC",1,944.53121199,5
"2324",3525,6,53100,43,49,10100,"PLASTIC",1,383.4615017,2
"2325",3526,6,44100,48,32,6100,"PLASTIC",3,369.97603038,2
"2326",3528,9,64000,49,46,11600,"PLASTIC",2,4725.51668002,5
"2327",3529,5,64000,49,46,3300,"PLASTIC",2,64.01557473,1
"2328",3530,3,NA,NA,NA,NA,NA,NA,NA,NA
"2329",3532,3,NA,NA,NA,NA,NA,NA,NA,NA
"2330",3533,3,NA,NA,NA,NA,NA,NA,NA,NA
"2331",3535,8,53100,36,43,25500,"PLASTIC",3,573.39759265,4
"2332",3536,1,NA,NA,NA,NA,NA,NA,NA,NA
"2333",3537,9,53100,39,47,2600,"PLASTIC",2,7820.73686327,5
"2334",3538,1,NA,NA,NA,NA,NA,NA,NA,NA
"2335",3539,1,NA,NA,NA,NA,NA,NA,NA,NA
"2336",3540,6,44100,32,37,23700,"PLASTIC",2,1502.0102956,2
"2337",3541,3,NA,NA,NA,NA,NA,NA,NA,NA
"2338",3545,1,NA,NA,NA,NA,NA,NA,NA,NA
"2339",3546,4,44100,41,34,3800,"PLASTIC",0,NA,NA
"2340",3547,3,NA,NA,NA,NA,NA,NA,NA,NA
"2341",3548,6,53100,39,46,1700,"PLASTIC",3,89.27208461,2
"2342",3549,4,11560,47,34,44500,"PLASTIC",2,NA,NA
"2343",3550,5,53100,34,32,6000,"PLASTIC",1,6.826481052,1
"2344",3551,6,53100,38,36,7900,"PLASTIC",2,141.95488831,2
"2345",3553,3,NA,NA,NA,NA,NA,NA,NA,NA
"2346",3557,3,NA,NA,NA,NA,NA,NA,NA,NA
"2347",3558,1,NA,NA,NA,NA,NA,NA,NA,NA
"2348",3559,1,NA,NA,NA,NA,NA,NA,NA,NA
"2349",3560,1,NA,NA,NA,NA,NA,NA,NA,NA
"2350",3561,1,NA,NA,NA,NA,NA,NA,NA,NA
"2351",3562,6,44100,35,42,3700,"PLASTIC",4,1290.17553225,2
"2352",3563,1,NA,NA,NA,NA,NA,NA,NA,NA
"2353",3565,1,NA,NA,NA,NA,NA,NA,NA,NA
"2354",3566,3,NA,43,48,3000,"DIGITAL",NA,NA,NA
"2355",3567,8,11560,39,41,6200,"PLASTIC",3,2586.91842068,4
"2356",3572,8,NA,46,36,22300,"DIGITAL",NA,2004.9744294,5
"2357",3573,3,NA,NA,NA,NA,NA,NA,NA,NA
"2358",3575,5,44100,42,47,2600,"PLASTIC",3,476.8150125,1
"2359",3576,3,NA,NA,NA,NA,NA,NA,NA,NA
"2360",3577,3,NA,NA,NA,NA,NA,NA,NA,NA
"2361",3578,8,44620,43,43,4100,"PLASTIC",3,4847.762250172,4
"2362",3579,6,NA,48,33,26200,"DIGITAL",NA,5520.14005673,3
"2363",3581,3,NA,NA,NA,NA,NA,NA,NA,NA
"2364",3585,3,NA,NA,NA,NA,NA,NA,NA,NA
"2365",3588,1,NA,NA,NA,NA,NA,NA,NA,NA
"2366",3590,9,53100,38,49,23100,"PLASTIC",3,3434.1234023,5
"2367",3594,7,NA,35,46,900,"DIGITAL",NA,1545.02929824,4
"2368",3595,1,NA,NA,NA,NA,NA,NA,NA,NA
"2369",3597,3,NA,NA,NA,NA,NA,NA,NA,NA
"2370",3598,3,NA,NA,NA,NA,NA,NA,NA,NA
"2371",3599,7,44100,33,40,35400,"PLASTIC",1,2540.695509671,3
"2372",3600,7,64000,38,31,15100,"PLASTIC",2,7017.71875356,3
"2373",3602,3,NA,NA,NA,NA,NA,NA,NA,NA
"2374",3605,3,NA,NA,NA,NA,NA,NA,NA,NA
"2375",3609,8,44620,33,46,13200,"PLASTIC",1,38054.6745008,4
"2376",3610,6,53100,43,40,6500,"PLASTIC",2,3329.58807882,2
"2377",3611,3,NA,NA,NA,NA,NA,NA,NA,NA
"2378",3612,9,11560,39,47,11800,"PLASTIC",3,8617.90591335,5
"2379",3613,1,NA,NA,NA,NA,NA,NA,NA,NA
"2380",3614,3,NA,NA,NA,NA,NA,NA,NA,NA
"2381",3615,3,NA,NA,NA,NA,NA,NA,NA,NA
"2382",3616,6,44100,43,31,6200,"PLASTIC",2,1665.9899793,2
"2383",3617,1,NA,NA,NA,NA,NA,NA,NA,NA
"2384",3618,3,NA,NA,NA,NA,NA,NA,NA,NA
"2385",3619,3,NA,NA,NA,NA,NA,NA,NA,NA
"2386",3621,7,NA,35,43,25800,"DIGITAL",NA,8431.757034,4
"2387",3622,4,44100,45,44,11400,"PLASTIC",1,NA,NA
"2388",3623,6,NA,36,41,6300,"DIGITAL",NA,18886.37322848,3
"2389",3624,5,44100,46,37,12400,"PLASTIC",2,2814.721045,1
"2390",3628,6,44620,46,41,22000,"PLASTIC",1,30020.187288,2
"2391",3629,7,NA,44,37,200,"DIGITAL",NA,5867.52897052,4
"2392",3630,5,11560,45,35,7100,"PLASTIC",1,80.62399567,1
"2393",3631,6,44100,49,43,32300,"PLASTIC",2,798.6810437,2
"2394",3632,1,NA,NA,NA,NA,NA,NA,NA,NA
"2395",3633,9,44100,48,45,26000,"PLASTIC",2,8323.95161073,5
"2396",3634,1,NA,NA,NA,NA,NA,NA,NA,NA
"2397",3635,5,44620,36,32,38600,"PLASTIC",3,120.5643939,1
"2398",3636,9,53100,47,37,12500,"PLASTIC",3,2063.164972345,5
"2399",3638,3,NA,NA,NA,NA,NA,NA,NA,NA
"2400",3640,1,NA,NA,NA,NA,NA,NA,NA,NA
"2401",3643,3,NA,NA,NA,NA,NA,NA,NA,NA
"2402",3644,3,NA,NA,NA,NA,NA,NA,NA,NA
"2403",3645,3,NA,32,32,600,"DIGITAL",NA,NA,NA
"2404",3646,6,44100,47,36,5700,"PLASTIC",2,242.90836384,2
"2405",3647,3,NA,NA,NA,NA,NA,NA,NA,NA
"2406",3651,1,NA,NA,NA,NA,NA,NA,NA,NA
"2407",3652,7,44100,39,42,3600,"PLASTIC",2,558.15425715,3
"2408",3654,5,NA,45,37,7600,"DIGITAL",NA,991.1958636,2
"2409",3655,3,NA,NA,NA,NA,NA,NA,NA,NA
"2410",3656,1,NA,NA,NA,NA,NA,NA,NA,NA
"2411",3657,3,NA,NA,NA,NA,NA,NA,NA,NA
"2412",3659,3,NA,NA,NA,NA,NA,NA,NA,NA
"2413",3662,5,11560,35,41,51300,"PLASTIC",1,50.12820498,1
"2414",3664,8,44100,43,34,1800,"PLASTIC",2,33529.06955625,4
"2415",3665,5,NA,36,37,5800,"DIGITAL",NA,1862.586562,2
"2416",3666,6,NA,36,32,2000,"DIGITAL",NA,555.100219431,3
"2417",3667,3,NA,NA,NA,NA,NA,NA,NA,NA
"2418",3668,3,NA,NA,NA,NA,NA,NA,NA,NA
"2419",3669,6,NA,40,32,19000,"DIGITAL",NA,1855.91448169,3
"2420",3670,1,NA,NA,NA,NA,NA,NA,NA,NA
"2421",3671,3,NA,NA,NA,NA,NA,NA,NA,NA
"2422",3673,3,NA,NA,NA,NA,NA,NA,NA,NA
"2423",3675,1,NA,NA,NA,NA,NA,NA,NA,NA
"2424",3677,1,NA,NA,NA,NA,NA,NA,NA,NA
"2425",3680,3,NA,NA,NA,NA,NA,NA,NA,NA
"2426",3681,1,NA,NA,NA,NA,NA,NA,NA,NA
"2427",3683,3,NA,NA,NA,NA,NA,NA,NA,NA
"2428",3685,1,NA,NA,NA,NA,NA,NA,NA,NA
"2429",3686,1,NA,NA,NA,NA,NA,NA,NA,NA
"2430",3687,6,53100,43,37,9400,"PLASTIC",2,1958.38713054,2
"2431",3688,1,NA,NA,NA,NA,NA,NA,NA,NA
"2432",3689,7,53100,38,33,15600,"PLASTIC",1,4019.54238084,3
"2433",3690,1,NA,NA,NA,NA,NA,NA,NA,NA
"2434",3691,8,NA,47,31,20100,"DIGITAL",NA,4112.05832391,5
